title,channel,watched_at,video_url,video_ids,channel_id,video_duration,classification,classification_reason,classification_evidence
Kings - Jose Pavli | Project Wingman Soundtrack (2020),Jose Pavli,2026-07-10 18:46:19+00:00,https://www.youtube.com/watch?v=bh85GHBe6xY,bh85GHBe6xY,UCsrXjXpHkifWnMNwi6n8Pxg,PT7M5S,confirmed_music,music_channel,
「ツギハギスタッカート」歌ってみた【＊なみりん】,*namirin,2026-07-10 22:23:23+00:00,https://www.youtube.com/watch?v=EF4v7L9adKM,EF4v7L9adKM,UCb-crO2ATrJsm253151B4Vg,PT4M14S,confirmed_music,music_channel,
Showdown - Jose Pavli | Project Wingman Soundtrack (2020),Jose Pavli,2026-07-10 22:36:16+00:00,https://www.youtube.com/watch?v=xgcap-5IBsY,xgcap-5IBsY,UCsrXjXpHkifWnMNwi6n8Pxg,PT3M10S,confirmed_music,music_channel,
"Set It Off ""Wolf in Sheep's Clothing"" (Lyric Video)",Equal Vision Records,2026-07-10 22:59:56+00:00,https://www.youtube.com/watch?v=1KBfl-2mvxA,1KBfl-2mvxA,UC4sPlX6igstaXBAAgiwddVg,PT3M7S,confirmed_music,music_channel,
Set It Off - Why Do I,Set It Off,2026-07-10 23:00:06+00:00,https://www.youtube.com/watch?v=b6v9yaLYg3c,b6v9yaLYg3c,UCB1bJqKXS3lpy8HdW0P1zrQ,PT2M36S,confirmed_music,music_channel,
Set It Off - Dangerous,Set It Off,2026-07-10 23:02:41+00:00,https://www.youtube.com/watch?v=jv1SruGOB-Q,jv1SruGOB-Q,UCB1bJqKXS3lpy8HdW0P1zrQ,PT2M5S,confirmed_music,music_channel,
Why Do I (with Hatsune Miku),Set It Off,2026-07-10 23:14:36+00:00,https://www.youtube.com/watch?v=HMFNXgu7L3Q,HMFNXgu7L3Q,UCB1bJqKXS3lpy8HdW0P1zrQ,PT2M36S,confirmed_music,music_channel,
Why Do I,Set It Off - Topic,2026-07-10 23:44:24+00:00,https://www.youtube.com/watch?v=GYqbdR7GSio,GYqbdR7GSio,UC1qq04rurZvz4DZuaFgq-HA,PT2M35S,confirmed_music,music_channel,
Midnight Grand Orchestra『Moonlightspeed 』Music Video,Midnight Grand Orchestra,2026-07-11 00:29:06+00:00,https://www.youtube.com/watch?v=NI8KqzCvFsc,NI8KqzCvFsc,UCnVbtCwr-5LXxUlGxsgD7sQ,PT3M25S,confirmed_music,music_channel,
Why Do I (with Hatsune Miku),Set It Off,2026-07-11 20:54:01+00:00,https://www.youtube.com/watch?v=HMFNXgu7L3Q,HMFNXgu7L3Q,UCB1bJqKXS3lpy8HdW0P1zrQ,PT2M36S,confirmed_music,music_channel,
「Yona Yona Journey / TAKU INOUE & Mori Calliope」MUSIC VIDEO,TAKU INOUE,2026-07-11 20:56:43+00:00,https://www.youtube.com/watch?v=YO1V9fn7zYo,YO1V9fn7zYo,UCICy3BC4CIU2OXa7VGoektw,PT4M24S,confirmed_music,music_channel,
Why do we stay?,IRyS - Topic,2026-07-12 00:05:33+00:00,https://www.youtube.com/watch?v=j_uxwLPVa6k,j_uxwLPVa6k,UCyWyNomzTjBvuRsqZU1bRCg,PT3M42S,confirmed_music,music_channel,
Set It Off - Why Do I (with Hatsune Miku) [Sped Up],Set It Off,2026-07-12 01:15:33+00:00,https://www.youtube.com/watch?v=aYzKAVh0XYU,aYzKAVh0XYU,UCB1bJqKXS3lpy8HdW0P1zrQ,PT2M18S,confirmed_music,music_channel,
Perception Check (Official Music Video) - Tom Cardy,Tom Cardy,2026-07-12 01:50:32+00:00,https://www.youtube.com/watch?v=8HqLysSnnlQ,8HqLysSnnlQ,UCW7AGm8JSBEEew61dJIgl_A,PT1M52S,confirmed_music,music_channel,
ツユ - あの世行きのバスに乗ってさらば。 MV,ツユ,2026-07-12 01:51:05+00:00,https://www.youtube.com/watch?v=4QXCPuwBz2E,4QXCPuwBz2E,UCB2tP2QfRG7hTra0KTOtTBg,PT3M16S,confirmed_music,music_channel,
プロポーズ / なとり - 龍ヶ崎リン(cover),龍ヶ崎リン / Rene Ryugasaki【ななしいんく】,2026-07-12 01:55:42+00:00,https://www.youtube.com/watch?v=bqUdSoJGF0A,bqUdSoJGF0A,UC2hc-00y-MSR6eYA4eQ4tjQ,PT3M,confirmed_music,music_channel,
Thought Crime (Yorushika) ♡ English Cover【rachie】思想犯,rachie 🎀💌,2026-07-12 02:57:50+00:00,https://www.youtube.com/watch?v=sAAfVjUwVc4,sAAfVjUwVc4,UCRbsmnDTHD9-4pEIuG7zYRw,PT4M30S,confirmed_music,music_channel,
Set It Off - Why Do I,Set It Off,2026-07-12 03:40:03+00:00,https://www.youtube.com/watch?v=b6v9yaLYg3c,b6v9yaLYg3c,UCB1bJqKXS3lpy8HdW0P1zrQ,PT2M36S,confirmed_music,music_channel,
my male fantasy,Weeaboo Jones,2026-07-12 03:44:43+00:00,https://www.youtube.com/watch?v=47y6WMx8uik,47y6WMx8uik,UC4vilWtQs9fUibS_tnEcQkA,PT46S,confirmed_music,music_channel,
Why Do I (with Hatsune Miku),Set It Off,2026-07-12 22:42:10+00:00,https://www.youtube.com/watch?v=HMFNXgu7L3Q,HMFNXgu7L3Q,UCB1bJqKXS3lpy8HdW0P1zrQ,PT2M36S,confirmed_music,music_channel,
ヨルシカ - あぶく（OFFICIAL VIDEO）,ヨルシカ / n-buna Official,2026-07-12 22:44:46+00:00,https://www.youtube.com/watch?v=OHAjc-ayhus,OHAjc-ayhus,UCRIgIJQWuBJ0Cv_VlU3USNA,PT3M55S,confirmed_music,music_channel,
why do i? (set it off feat. hatsune miku) ♡ cover【rachie x KiAme】,rachie 🎀💌,2026-07-12 22:45:40+00:00,https://www.youtube.com/watch?v=86d6rMcfZts,86d6rMcfZts,UCRbsmnDTHD9-4pEIuG7zYRw,PT2M52S,confirmed_music,music_channel,
[MV] TAK - ‘PPPP’ feat. 初音ミク、重音テト,TAK / DORIDORI,2026-07-13 00:17:20+00:00,https://www.youtube.com/watch?v=8Cm-7oCq9HA,8Cm-7oCq9HA,UCktjMRvuBnE_XLVWIMa2H1w,PT2M37S,confirmed_music,music_channel,
Why Do I (with Hatsune Miku),Set It Off,2026-07-13 01:07:20+00:00,https://www.youtube.com/watch?v=HMFNXgu7L3Q,HMFNXgu7L3Q,UCB1bJqKXS3lpy8HdW0P1zrQ,PT2M36S,confirmed_music,music_channel,
harikitte ikou,bluejob01,2026-07-13 01:27:14+00:00,https://www.youtube.com/watch?v=AXRy19RsY6U,AXRy19RsY6U,UCJzGuKQ_kKOEydKvokUPhrQ,PT10S,confirmed_music,music_channel,
АДЛИН — Dead Inside (официальная премьера трека),soyuzmusic,2026-07-13 02:45:03+00:00,https://www.youtube.com/watch?v=numCkbbyzJk,numCkbbyzJk,UClHiHTxqjrCd6COfRxtxxeQ,PT2M5S,confirmed_music,music_channel,
The Water Is Wide – Guitar That Sounds Unreal,Keizo Ishibashi / 石橋敬三,2026-07-13 17:49:14+00:00,https://www.youtube.com/watch?v=gT88vv28jdQ,gT88vv28jdQ,UC10821i7d-NOfDbWkVdbVig,PT1M37S,confirmed_music,music_channel,
Strinova season 6 loading screen bgm,Neko4an,2026-07-13 18:00:57+00:00,https://www.youtube.com/watch?v=uCoLXPMZmSw,uCoLXPMZmSw,UCty7gPN7DoHAAietgFtuWcw,PT2M25S,confirmed_music,music_channel,
Why Do I,Set It Off - Topic,2026-07-13 18:58:32+00:00,https://www.youtube.com/watch?v=GYqbdR7GSio,GYqbdR7GSio,UC1qq04rurZvz4DZuaFgq-HA,PT2M35S,confirmed_music,music_channel,
Why Do I (Cover)【Will Stetson x @Neurosama  】「Set It Off」,Will Stetson,2026-07-13 19:06:48+00:00,https://www.youtube.com/watch?v=ofiJj5ZtQ10,ofiJj5ZtQ10,UCe82o8G7z0bFXI2U092nteA,PT2M36S,confirmed_music,music_channel,
Frostpunk - The City must survive | Münchner Rundfunkorchester,ARD Klassik,2026-07-13 20:30:52+00:00,https://www.youtube.com/watch?v=FqI9hzDZPOk,FqI9hzDZPOk,UCgSO-M9hotp-0h7LYNp2oOg,PT4M20S,confirmed_music,music_channel,
Hachimi Michi - Ting Ting Tung Tung Ting - (Mambo Mambo Mamambo) || Nhạc Nền Hot Chill TikTok 2026,1 Giờ Chill,2026-07-13 20:55:16+00:00,https://www.youtube.com/watch?v=qwX_wuEdkz4,qwX_wuEdkz4,UCS59nEKXHBwZb_CBuKYtIXA,PT2M23S,confirmed_music,music_channel,
Have A Short Rest - Persona 5,PSC,2026-07-13 23:04:04+00:00,https://www.youtube.com/watch?v=TQ06skW9dLY,TQ06skW9dLY,UCuggrgtogxwtSy1gaxlr4eg,PT3M52S,confirmed_music,music_channel,
Life's Incredible Again,Michael Giacchino - Topic,2026-07-13 23:25:09+00:00,https://www.youtube.com/watch?v=vs4DNJxG4v4,vs4DNJxG4v4,UCD2LZAT1j1DyVXq2R2BdusQ,PT1M25S,confirmed_music,music_channel,
Adam Ten & Rhye - 3 Days Later (Official Full Stream),Higher Ground,2026-07-14 01:00:48+00:00,https://www.youtube.com/watch?v=djfOiJc8oEQ,djfOiJc8oEQ,UC8m8nnD5fL7999_vk8rcVvg,PT5M34S,confirmed_music,music_channel,
Have A Short Rest - Persona 5,PSC,2026-07-14 03:54:41+00:00,https://www.youtube.com/watch?v=TQ06skW9dLY,TQ06skW9dLY,UCuggrgtogxwtSy1gaxlr4eg,PT3M52S,confirmed_music,music_channel,
that one dinky ass kirby song except it loops,godwin972,2026-07-14 17:33:44+00:00,https://www.youtube.com/watch?v=umZYbDvAYm4,umZYbDvAYm4,UCS2scS8EJjUBeeYRk6bE92w,PT30M32S,confirmed_music,music_channel,
ヨルシカ - 左右盲（OFFICIAL VIDEO）,ヨルシカ / n-buna Official,2026-07-14 18:14:45+00:00,https://www.youtube.com/watch?v=1IlTeOMCNJU,1IlTeOMCNJU,UCRIgIJQWuBJ0Cv_VlU3USNA,PT4M32S,confirmed_music,music_channel,
"照井順政 , Shania Yan - Far Beyond The Stars ( Performance Video )",Shania Yan,2026-07-14 19:47:26+00:00,https://www.youtube.com/watch?v=kLsRsBeX1Nk,kLsRsBeX1Nk,UCcaYkWDw6A4_8awJgKGWeGA,PT5M4S,confirmed_music,music_channel,
I'm a chud song (Kasane Teto Cover),KyuKai,2026-07-14 22:36:15+00:00,https://www.youtube.com/watch?v=NAcD7ajSaL4,NAcD7ajSaL4,UCnEZJ1s0BTP7fk6Owo-WlUw,PT1M16S,confirmed_music,music_channel,
Newton / 星街すいせい (アコースティックアレンジver)/ぶいあーる!〜VTuberの音楽Radio〜/星街すいせい/中日歌詞,阿葆,2026-07-14 22:37:48+00:00,https://www.youtube.com/watch?v=pdy7UpjOxLw,pdy7UpjOxLw,UCxnk9KWtMi46GOpMdTTZXSw,PT4M21S,confirmed_music,music_channel,
"King, Queen, and Slave - Persona 5",PSC,2026-07-14 23:54:12+00:00,https://www.youtube.com/watch?v=0LmZ9wIkMxo,0LmZ9wIkMxo,UCuggrgtogxwtSy1gaxlr4eg,PT3M33S,confirmed_music,music_channel,
【Ado】踊,Ado,2026-07-15 10:41:41+00:00,https://www.youtube.com/watch?v=YnSW8ian29w,YnSW8ian29w,UCln9P4Qm3-EAY4aiEPmRwEA,PT3M29S,confirmed_music,music_channel,
「Yona Yona Journey / TAKU INOUE & Mori Calliope」MUSIC VIDEO,TAKU INOUE,2026-07-15 17:59:53+00:00,https://www.youtube.com/watch?v=YO1V9fn7zYo,YO1V9fn7zYo,UCICy3BC4CIU2OXa7VGoektw,PT4M24S,confirmed_music,music_channel,
Why Do I (with Hatsune Miku),Set It Off,2026-07-15 18:16:23+00:00,https://www.youtube.com/watch?v=HMFNXgu7L3Q,HMFNXgu7L3Q,UCB1bJqKXS3lpy8HdW0P1zrQ,PT2M36S,confirmed_music,music_channel,
Metal Gear Rising: Revengeance OST - A Stranger I Remain Extended,Crimson,2026-07-15 20:11:23+00:00,https://www.youtube.com/watch?v=h-rj8HVW3PQ,h-rj8HVW3PQ,UCuxYpDWtMI0u06_VAbgcFZg,PT4M29S,confirmed_music,music_channel,
I'm a chud song (Kasane Teto Cover),KyuKai,2026-07-15 21:29:09+00:00,https://www.youtube.com/watch?v=NAcD7ajSaL4,NAcD7ajSaL4,UCnEZJ1s0BTP7fk6Owo-WlUw,PT1M16S,confirmed_music,music_channel,
Ado - Dawn and Fireflies (夜明けと蛍) Lyrics w/ Furigana | [Kan/Rom/Eng] ふりがな 歌詞 - Yoake to Hotaru,Yxelixi,2026-07-15 21:30:30+00:00,https://www.youtube.com/watch?v=nXlX3cPzJCY,nXlX3cPzJCY,UCfOrxHfd8G8kKJENJGlWVWg,PT5M9S,confirmed_music,music_channel,
Pokemon Black and White - Low HP Music EXTENDED,kendowater,2026-07-16 21:34:38+00:00,https://www.youtube.com/watch?v=KsoxjylnQ68,KsoxjylnQ68,UCWq1_db6oRbUJUgSJ3mB-AQ,PT15M30S,probable_music,weak_music_title,['extended']
ムーンライト / 星街すいせい(official),Suisei Channel,2026-07-16 23:42:56+00:00,https://www.youtube.com/watch?v=UmN7Fr_Kf-8,UmN7Fr_Kf-8,UC5CwaMl1eIgY8h02uZw7u8A,PT3M26S,confirmed_music,music_channel,
57 minutes of silence occasionally interrupted by weird route cue,BUH BUHBUH,2026-07-17 00:40:28+00:00,https://www.youtube.com/watch?v=2f-MqxKGzfs,2f-MqxKGzfs,UCFJubGr8cO7538vKIPfl52w,PT57M9S,confirmed_music,music_channel,
I'm a chud song (Kasane Teto Cover),KyuKai,2026-07-17 15:32:34+00:00,https://www.youtube.com/watch?v=NAcD7ajSaL4,NAcD7ajSaL4,UCnEZJ1s0BTP7fk6Owo-WlUw,PT1M16S,confirmed_music,music_channel,
The Water Is Wide – Guitar That Sounds Unreal,Keizo Ishibashi / 石橋敬三,2026-07-17 16:32:20+00:00,https://www.youtube.com/watch?v=gT88vv28jdQ,gT88vv28jdQ,UC10821i7d-NOfDbWkVdbVig,PT1M37S,confirmed_music,music_channel,
SiM - A (OFFICIAL VIDEO),gil soundworks,2026-07-17 16:37:37+00:00,https://www.youtube.com/watch?v=hdf7gIW_hls,hdf7gIW_hls,UCI8OpwyikQhEDKXvwDgemJA,PT4M20S,confirmed_music,music_channel,
Misery X CPR X Reese's Puffs (Fate Stay Night) (extended version) Lyrics,Aliko Fog,2026-07-17 22:25:18+00:00,https://www.youtube.com/watch?v=_TT_F4uE_lA,_TT_F4uE_lA,UCo1cl8d_aVTYa-hYSHc14Jg,PT3M27S,confirmed_music,music_channel,
Moana - You're Welcome | Cinematic Version,L'Orchestra Cinématique,2026-07-17 22:44:59+00:00,https://www.youtube.com/watch?v=BlKc6UZA9cM,BlKc6UZA9cM,UCLuEtEE-MF7EYtGcN0Z6mDg,PT2M51S,confirmed_music,music_channel,
Dead Inside (Shoulder Meme Wuwa) | Wuthering Waves,Ein Sof,2026-07-18 01:24:44+00:00,https://www.youtube.com/watch?v=fz8Rvmpo7mM,fz8Rvmpo7mM,UCsbeB1iTkYtS7FGOSY78z-g,PT2M6S,probable_music,youtube_music_category_only,
【ウマ娘】ユメヲカケル! (カノープスVer) (パート分け/Color Coded/Lyrics)【Run for Our Dream】,🐈Kogane Music,2026-07-18 01:36:10+00:00,https://www.youtube.com/watch?v=OpbokSpFAPk,OpbokSpFAPk,UCj1kPydcCE2roLSmWM1r5ag,PT4M52S,confirmed_music,music_channel,
I'm a chud song (Kasane Teto Cover),KyuKai,2026-07-18 20:53:03+00:00,https://www.youtube.com/watch?v=NAcD7ajSaL4,NAcD7ajSaL4,UCnEZJ1s0BTP7fk6Owo-WlUw,PT1M16S,confirmed_music,music_channel,
Baka Mitai-Mihono Bourbon Chibi (Yazuka/Umamusume),attouです,2026-07-19 03:01:18+00:00,https://www.youtube.com/watch?v=_YjxyRTsm8E,_YjxyRTsm8E,UC6C4UOaQ-yqFCNt3cQS4frw,PT2M1S,probable_music,youtube_music_category_only,
It's Going Down Now,Azumi Takahashi - Topic,2026-07-19 16:02:09+00:00,https://www.youtube.com/watch?v=2KuWjZD6PBA,2KuWjZD6PBA,UCPvaDaeCvULM4x1HOAwBcOw,PT3M7S,confirmed_music,music_channel,
Imagine Dragons - Take Me To The Beach (feat. Ado) (Official Lyric Video),ImagineDragonsVEVO,2026-07-19 17:08:19+00:00,https://www.youtube.com/watch?v=5Duje_sZko8,5Duje_sZko8,UCpx_k19S2vUutWUUM9qmXEg,PT2M48S,confirmed_music,music_channel,
【ウマ娘】ユメヲカケル! (カノープスVer) (パート分け/Color Coded/Lyrics)【Run for Our Dream】,🐈Kogane Music,2026-07-19 17:38:29+00:00,https://www.youtube.com/watch?v=OpbokSpFAPk,OpbokSpFAPk,UCj1kPydcCE2roLSmWM1r5ag,PT4M52S,confirmed_music,music_channel,
【UmaOS】Daitaku Helios in ʸ²⁰⁰⁰~,svthwrd,2026-07-19 22:14:46+00:00,https://www.youtube.com/watch?v=XCbRnm-C5hI,XCbRnm-C5hI,UCUhp8GfzmTReIPLo8_zoqOA,PT31S,confirmed_music,music_channel,
why do i? (set it off feat. hatsune miku) ♡ cover【rachie x KiAme】,rachie 🎀💌,2026-07-19 22:32:57+00:00,https://www.youtube.com/watch?v=86d6rMcfZts,86d6rMcfZts,UCRbsmnDTHD9-4pEIuG7zYRw,PT2M52S,confirmed_music,music_channel,
Prison Labor - Persona 5 Royal OST [Extended],Pollux,2026-07-19 22:57:40+00:00,https://www.youtube.com/watch?v=1ErqYeya-8w,1ErqYeya-8w,UCC6RWdwWxZHqnW6mOpUZJZg,PT2H1M51S,confirmed_music,music_channel,
The Water Is Wide – Guitar That Sounds Unreal,Keizo Ishibashi / 石橋敬三,2026-07-20 21:48:15+00:00,https://www.youtube.com/watch?v=gT88vv28jdQ,gT88vv28jdQ,UC10821i7d-NOfDbWkVdbVig,PT1M37S,confirmed_music,music_channel,
Kyrie Eleison – Gregorian Chant on Guitar,Keizo Ishibashi / 石橋敬三,2026-07-21 20:35:02+00:00,https://www.youtube.com/watch?v=_K8XQ0w6tlc,_K8XQ0w6tlc,UC10821i7d-NOfDbWkVdbVig,PT2M42S,confirmed_music,music_channel,
Why Do I (with Hatsune Miku),Set It Off,2026-07-21 21:37:38+00:00,https://www.youtube.com/watch?v=HMFNXgu7L3Q,HMFNXgu7L3Q,UCB1bJqKXS3lpy8HdW0P1zrQ,PT2M36S,confirmed_music,music_channel,
METAL SONIC x DOGS,Eleotan,2026-07-22 03:12:37+00:00,https://www.youtube.com/watch?v=dXdkfg-owoM,dXdkfg-owoM,UCjqQ-u1wEy0bysVFlrB-cQg,PT1M20S,confirmed_music,music_channel,
うまぴょい伝説 (TAKU INOUE Remix),Special Week (CV: Azumi Waki) - Topic,2026-07-22 14:47:06+00:00,https://www.youtube.com/watch?v=7fuMVqNxLzU,7fuMVqNxLzU,UCStIhfpVl97S1jIwZmj_zYg,PT3M45S,confirmed_music,music_channel,
うまぴょい伝説 (Sasuke Haraguchi Remix),Special Week (CV: Azumi Waki) - Topic,2026-07-22 14:47:14+00:00,https://www.youtube.com/watch?v=YHeBOTt_flE,YHeBOTt_flE,UCStIhfpVl97S1jIwZmj_zYg,PT4M15S,confirmed_music,music_channel,
Umapyoi Densetsu (Bossa Nova Ver.),MachiChunky - Topic,2026-07-23 00:49:27+00:00,https://www.youtube.com/watch?v=lzSAkJDb5oY,lzSAkJDb5oY,UC8j9_peTc12k9KzP2OVNNFg,PT2M41S,confirmed_music,music_channel,
[Uma Musume] Umapyoi Legend (Bubblyland 80's Mix),InstrUmantal,2026-07-23 00:49:36+00:00,https://www.youtube.com/watch?v=Jn-zfZPmTmo,Jn-zfZPmTmo,UCpOqdA6_pFmEM-xA4cKBmqQ,PT3M36S,probable_music,youtube_music_category_only,
"[Uma Musume] Umapyoi Legend (Bubblyland, Techno Mix)",InstrUmantal,2026-07-23 00:49:39+00:00,https://www.youtube.com/watch?v=--w2GrVlfJs,--w2GrVlfJs,UCpOqdA6_pFmEM-xA4cKBmqQ,PT2M46S,probable_music,youtube_music_category_only,
"[Uma Musume] Umapyoi Legend (Instrumental, Distant)",InstrUmantal,2026-07-23 00:49:41+00:00,https://www.youtube.com/watch?v=vjPYhw_D-Yc,vjPYhw_D-Yc,UCpOqdA6_pFmEM-xA4cKBmqQ,PT4M7S,confirmed_music,strong_music_title,"['instrumental', 'instrumental']"
"[Uma Musume] Umapyoi Legend (Instrumental, Fanfare)",InstrUmantal,2026-07-23 00:49:46+00:00,https://www.youtube.com/watch?v=SK7-vOVmdaI,SK7-vOVmdaI,UCpOqdA6_pFmEM-xA4cKBmqQ,PT2M14S,confirmed_music,strong_music_title,"['instrumental', 'instrumental']"
"[Uma Musume] Umapyoi Legend (Instrumental, Soft Orchestral Version)",InstrUmantal,2026-07-23 00:49:49+00:00,https://www.youtube.com/watch?v=nReBm8xVwBU,nReBm8xVwBU,UCpOqdA6_pFmEM-xA4cKBmqQ,PT1M32S,confirmed_music,strong_music_title,"['instrumental', 'instrumental']"
"[Uma Musume] Umapyoi Legend (Instrumental, Enhance Screen)",InstrUmantal,2026-07-23 00:49:52+00:00,https://www.youtube.com/watch?v=a5qL3ThxANg,a5qL3ThxANg,UCpOqdA6_pFmEM-xA4cKBmqQ,PT1M30S,confirmed_music,strong_music_title,"['instrumental', 'instrumental']"
[Uma Musume] Umapyoi Legend (Reminiscent),InstrUmantal,2026-07-23 00:50:07+00:00,https://www.youtube.com/watch?v=zu-0y9y9S2E,zu-0y9y9S2E,UCpOqdA6_pFmEM-xA4cKBmqQ,PT3M,probable_music,youtube_music_category_only,
"[Uma Musume] GIRLS' LEGEND U (Instrumental, Rag Time)",InstrUmantal,2026-07-23 00:50:10+00:00,https://www.youtube.com/watch?v=dXAZDisoTbw,dXAZDisoTbw,UCpOqdA6_pFmEM-xA4cKBmqQ,PT3M5S,confirmed_music,strong_music_title,"['instrumental', 'instrumental']"
"[Uma Musume] GIRLS' LEGEND U (Tango, Distant)",InstrUmantal,2026-07-23 00:50:17+00:00,https://www.youtube.com/watch?v=lU7_APsxi_U,lU7_APsxi_U,UCpOqdA6_pFmEM-xA4cKBmqQ,PT2M39S,probable_music,youtube_music_category_only,
[Uma Musume] Run for Our Dream! (Barnyard),InstrUmantal,2026-07-23 00:50:22+00:00,https://www.youtube.com/watch?v=hBNxYWPBPvs,hBNxYWPBPvs,UCpOqdA6_pFmEM-xA4cKBmqQ,PT3M8S,probable_music,youtube_music_category_only,
"[Uma Musume] Umapyoi Legend (Instrumental, Uma Lord)",InstrUmantal,2026-07-23 00:50:31+00:00,https://www.youtube.com/watch?v=BdUpBthOPL0,BdUpBthOPL0,UCpOqdA6_pFmEM-xA4cKBmqQ,PT3M38S,confirmed_music,strong_music_title,"['instrumental', 'instrumental']"
"[Uma Musume] Umapyoi Legend (Instrumental, UmaQuest)",InstrUmantal,2026-07-23 00:50:39+00:00,https://www.youtube.com/watch?v=XYG6Vl96SIU,XYG6Vl96SIU,UCpOqdA6_pFmEM-xA4cKBmqQ,PT2M11S,confirmed_music,strong_music_title,"['instrumental', 'instrumental']"
"[Uma Musume] Make Debut! (Instrumental, Story Screen)",InstrUmantal,2026-07-23 00:50:44+00:00,https://www.youtube.com/watch?v=M-JAHkgOX0o,M-JAHkgOX0o,UCpOqdA6_pFmEM-xA4cKBmqQ,PT3M4S,confirmed_music,strong_music_title,"['instrumental', 'instrumental']"
"[Uma Musume] Make Debut! (Instrumental, Soft Orchestral Version)",InstrUmantal,2026-07-23 00:50:47+00:00,https://www.youtube.com/watch?v=D6vvJBYdzWg,D6vvJBYdzWg,UCpOqdA6_pFmEM-xA4cKBmqQ,PT4M3S,confirmed_music,strong_music_title,"['instrumental', 'instrumental']"
うまぴょい伝説,Tokai Teio (CV: Machico) - Topic,2026-07-23 00:51:56+00:00,https://www.youtube.com/watch?v=77UhCrYksGE,77UhCrYksGE,UC7Vz3bT7LxjlivNcN0dmfBA,PT4M30S,confirmed_music,music_channel,
ヒカリ射し、芽吹くとき！,Release - Topic,2026-07-23 00:55:05+00:00,https://www.youtube.com/watch?v=Q9fbf0lWlvM,Q9fbf0lWlvM,UCbCEcUA9cpdyaClj181WTrw,PT1M18S,confirmed_music,distributed_music_release,
The Twinkle Legends ジュニア級 クラシック級,Release - Topic,2026-07-23 00:55:11+00:00,https://www.youtube.com/watch?v=0bmqGT4rafQ,0bmqGT4rafQ,UCbCEcUA9cpdyaClj181WTrw,PT2M48S,confirmed_music,distributed_music_release,
O-Light-O,Release - Topic,2026-07-23 00:55:18+00:00,https://www.youtube.com/watch?v=vHkgR6YzXbs,vHkgR6YzXbs,UCgtRKNbsLxPIgyBYPGeq4KQ,PT3M25S,confirmed_music,distributed_music_release,
想いを背負うウマ娘,Release - Topic,2026-07-23 00:57:29+00:00,https://www.youtube.com/watch?v=NEY0l5F7lwg,NEY0l5F7lwg,UCbieeA7btxl6IhitKiD50-g,PT5M19S,confirmed_music,distributed_music_release,
